Genome,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score
annotate_deboutte_phage_308,,Singleton,,,,,,,
annotate_deboutte_phage_309,,Outlier,,,,,,,
annotate_deboutte_phage_31,preVC_133,Clustered,VC_133_0,3,0.1486,0.52511439,2.2939397628547935,0.0781,1.0
annotate_deboutte_phage_310,,Singleton,,,,,,,
annotate_deboutte_phage_311,,Singleton,,,,,,,
annotate_deboutte_phage_312,preVC_99,Clustered,VC_99_0,4,0.1302,0.74155286,2.7444844770750563,0.0965,1.0
annotate_deboutte_phage_313,,Singleton,,,,,,,
annotate_deboutte_phage_314,,Singleton,,,,,,,
annotate_deboutte_phage_315,preVC_166,Clustered,VC_166_0,6,0.2976,0.99880254,3.049848725620103,0.2972,1.0
annotate_deboutte_phage_316,,Singleton,,,,,,,
annotate_deboutte_phage_317,preVC_205,Clustered,VC_205_0,3,0.4249,0.9859071,0.9428090415820635,0.4189,1.0
annotate_deboutte_phage_318,,Outlier,,,,,,,
annotate_deboutte_phage_319,preVC_50,Clustered,VC_50_0,2,0.1824,0.5,4.242640687119285,0.0912,1.0
annotate_deboutte_phage_32,preVC_73,Clustered,VC_73_0,27,0.7278,1.0,7.435828123197962,0.7278,0.9316
annotate_deboutte_phage_320,preVC_223,Clustered,VC_223_0,2,1.0,1.0,1.4142135623730951,1.0,1.0
annotate_deboutte_phage_321,,Singleton,,,,,,,
annotate_deboutte_phage_322,,Outlier,,,,,,,
annotate_deboutte_phage_323,,Outlier,,,,,,,
annotate_deboutte_phage_324,,Singleton,,,,,,,
annotate_deboutte_phage_325,,Singleton,,,,,,,
annotate_deboutte_phage_326,preVC_220,Clustered,VC_220_0,2,0.7443,0.72985431,3.1622776601683795,0.5432,1.0
annotate_deboutte_phage_327,preVC_202,Clustered,VC_202_0,2,0.0,1.0,3.605551275463989,0.0,1.0
annotate_deboutte_phage_328,,Outlier,,,,,,,
annotate_deboutte_phage_329,preVC_207,Clustered,VC_207_0,3,0.42,0.92220983,1.1380711874576983,0.3873,1.0
annotate_deboutte_phage_33,,Overlap (VC_88/VC_91),,,,,,,
annotate_deboutte_phage_330,,Outlier,,,,,,,
annotate_deboutte_phage_331,,Outlier,,,,,,,
annotate_deboutte_phage_332,,Outlier,,,,,,,
annotate_deboutte_phage_333,,Outlier,,,,,,,
annotate_deboutte_phage_334,preVC_96,Clustered,VC_96_0,5,0.0669,0.94082173,2.1212172533505806,0.063,1.0
annotate_deboutte_phage_335,,Singleton,,,,,,,
annotate_deboutte_phage_336,,Singleton,,,,,,,
annotate_deboutte_phage_337,,Outlier,,,,,,,
annotate_deboutte_phage_338,,Singleton,,,,,,,
annotate_deboutte_phage_339,,Singleton,,,,,,,
annotate_deboutte_phage_34,preVC_106,Clustered,VC_106_0,10,0.8181,1.0,2.5615760111979777,0.8181,1.0
annotate_deboutte_phage_340,preVC_137,Clustered,VC_137_0,2,0.0834,0.76252073,1.4142135623730951,0.0636,1.0
annotate_deboutte_phage_341,preVC_9,Clustered,VC_9_0,3,0.3475,0.99006323,5.482827066832734,0.3441,1.0
annotate_deboutte_phage_342,,Singleton,,,,,,,
annotate_deboutte_phage_343,,Singleton,,,,,,,
annotate_deboutte_phage_344,,Outlier,,,,,,,
annotate_deboutte_phage_345,preVC_227,Clustered,VC_227_0,2,0.3175,0.72985431,2.449489742783178,0.2317,1.0
annotate_deboutte_phage_346,,Singleton,,,,,,,
annotate_deboutte_phage_347,,Outlier,,,,,,,
annotate_deboutte_phage_348,,Outlier,,,,,,,
annotate_deboutte_phage_349,preVC_203,Clustered,VC_203_0,3,0.6719,0.92554266,4.018237216651806,0.6219,1.0
annotate_deboutte_phage_35,preVC_194,Clustered,VC_194_0,12,0.7928,1.0,4.635554788263047,0.7928,1.0
annotate_deboutte_phage_350,preVC_215,Clustered,VC_215_0,3,0.897,0.92554266,3.3565509635339144,0.8303,1.0
annotate_deboutte_phage_351,,Singleton,,,,,,,
annotate_deboutte_phage_352,,Singleton,,,,,,,
annotate_deboutte_phage_353,,Singleton,,,,,,,
annotate_deboutte_phage_354,preVC_203,Clustered,VC_203_0,3,0.6719,0.92554266,4.018237216651806,0.6219,1.0
annotate_deboutte_phage_355,,Singleton,,,,,,,
annotate_deboutte_phage_356,preVC_202,Clustered,VC_202_0,2,0.0,1.0,3.605551275463989,0.0,1.0
annotate_deboutte_phage_357,preVC_120,Clustered,VC_120_0,5,0.0861,0.96445707,2.0040599658251996,0.083,1.0
annotate_deboutte_phage_358,,Overlap (VC_201/VC_210/VC_211),,,,,,,
annotate_deboutte_phage_359,,Singleton,,,,,,,
annotate_deboutte_phage_36,preVC_62,Clustered,VC_62_0,2,0.289,0.6381632,3.0,0.1844,1.0
annotate_deboutte_phage_360,,Singleton,,,,,,,
annotate_deboutte_phage_361,,Outlier,,,,,,,
annotate_deboutte_phage_362,,Outlier,,,,,,,
annotate_deboutte_phage_363,,Singleton,,,,,,,
annotate_deboutte_phage_364,preVC_229,Clustered,VC_229_0,2,0.6609,0.5,4.898979485566356,0.3305,1.0
annotate_deboutte_phage_365,,Outlier,,,,,,,
annotate_deboutte_phage_366,,Outlier,,,,,,,
annotate_deboutte_phage_367,preVC_123,Clustered,VC_123_0,2,0.0192,0.75985993,2.0,0.0146,1.0
annotate_deboutte_phage_368,preVC_16,Clustered,VC_16_0,3,0.0736,0.78117736,3.25020106352186,0.0575,1.0
annotate_deboutte_phage_369,preVC_194,Clustered,VC_194_0,12,0.7928,1.0,4.635554788263047,0.7928,1.0
annotate_deboutte_phage_37,preVC_64,Clustered,VC_64_0,3,0.2424,0.57334629,2.9740586886064633,0.139,1.0
annotate_deboutte_phage_370,preVC_40,Clustered,VC_40_0,6,0.2412,0.99999999,6.492421842648904,0.2412,1.0
annotate_deboutte_phage_371,,Overlap (VC_88/VC_90),,,,,,,
annotate_deboutte_phage_372,preVC_73,Clustered,VC_73_0,27,0.7278,1.0,7.435828123197962,0.7278,0.9316
annotate_deboutte_phage_373,,Overlap (VC_88/VC_91),,,,,,,
annotate_deboutte_phage_374,preVC_145,Clustered,VC_145_0,3,1.0,1.0,2.2757639538055487,1.0,1.0
annotate_deboutte_phage_375,,Overlap (VC_88/VC_91/VC_128),,,,,,,
annotate_deboutte_phage_376,preVC_105,Clustered,VC_105_0,2,0.8976,0.81445332,2.449489742783178,0.7311,1.0
annotate_deboutte_phage_377,,Outlier,,,,,,,
annotate_deboutte_phage_378,preVC_164,Clustered,VC_164_0,2,0.0532,0.81445332,3.872983346207417,0.0433,1.0
annotate_deboutte_phage_379,,Outlier,,,,,,,
annotate_deboutte_phage_38,,Outlier,,,,,,,
annotate_deboutte_phage_380,,Outlier,,,,,,,
annotate_deboutte_phage_381,,Outlier,,,,,,,
annotate_deboutte_phage_382,,Outlier,,,,,,,
annotate_deboutte_phage_383,preVC_107,Clustered,VC_107_0,2,0.0549,0.89831509,1.4142135623730951,0.0493,1.0
annotate_deboutte_phage_384,preVC_168,Clustered,VC_168_0,2,0.3941,0.72985431,1.7320508075688772,0.2877,1.0
annotate_deboutte_phage_385,,Outlier,,,,,,,
annotate_deboutte_phage_386,,Overlap (VC_212/VC_229),,,,,,,
annotate_deboutte_phage_387,,Overlap (VC_212/VC_229),,,,,,,
annotate_deboutte_phage_388,,Outlier,,,,,,,
annotate_deboutte_phage_389,preVC_120,Clustered,VC_120_0,5,0.0861,0.96445707,2.0040599658251996,0.083,1.0
annotate_deboutte_phage_39,,Outlier,,,,,,,
annotate_deboutte_phage_390,preVC_34,Clustered,VC_34_0,8,0.3548,1.0,7.319914446858829,0.3548,0.9286
annotate_deboutte_phage_391,,Outlier,,,,,,,
annotate_deboutte_phage_392,preVC_73,Clustered,VC_73_0,27,0.7278,1.0,7.435828123197962,0.7278,0.9316
annotate_deboutte_phage_393,,Outlier,,,,,,,
annotate_deboutte_phage_394,preVC_114,Clustered,VC_114_0,2,0.0292,0.85384447,5.656854249492381,0.0249,1.0
annotate_deboutte_phage_395,,Outlier,,,,,,,
annotate_deboutte_phage_396,,Singleton,,,,,,,
annotate_deboutte_phage_397,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_deboutte_phage_398,preVC_6,Clustered,VC_6_0,6,0.1554,0.98932359,3.2755527029401295,0.1538,1.0
annotate_deboutte_phage_399,preVC_132,Clustered,VC_132_0,7,0.7654,0.99999898,4.434774906222757,0.7654,1.0
annotate_deboutte_phage_4,,Outlier,,,,,,,
annotate_deboutte_phage_40,,Outlier,,,,,,,
annotate_deboutte_phage_400,,Outlier,,,,,,,
annotate_deboutte_phage_401,,Singleton,,,,,,,
annotate_deboutte_phage_402,preVC_30,Clustered/Singleton,VC_30_0,1,0.0,1.0,0,0.0,1.0
annotate_deboutte_phage_403,preVC_167,Clustered,VC_167_0,2,0.5509,0.87921671,1.7320508075688772,0.4844,1.0
annotate_deboutte_phage_404,preVC_107,Clustered,VC_107_0,2,0.0549,0.89831509,1.4142135623730951,0.0493,1.0
annotate_deboutte_phage_405,preVC_96,Clustered,VC_96_0,5,0.0669,0.94082173,2.1212172533505806,0.063,1.0
annotate_deboutte_phage_406,,Outlier,,,,,,,
annotate_deboutte_phage_407,,Outlier,,,,,,,
annotate_deboutte_phage_408,,Outlier,,,,,,,
annotate_deboutte_phage_409,,Outlier,,,,,,,
annotate_deboutte_phage_41,,Outlier,,,,,,,
annotate_deboutte_phage_410,,Singleton,,,,,,,
annotate_deboutte_phage_411,,Singleton,,,,,,,
annotate_deboutte_phage_412,preVC_190,Clustered,VC_190_0,2,1.0,1.0,0.0,1.0,1.0
annotate_deboutte_phage_413,preVC_28,Clustered,VC_28_0,4,0.0767,0.97622645,2.791491800924723,0.0749,1.0
annotate_deboutte_phage_414,,Singleton,,,,,,,
annotate_deboutte_phage_415,,Outlier,,,,,,,
annotate_deboutte_phage_416,,Singleton,,,,,,,
annotate_deboutte_phage_417,,Outlier,,,,,,,
annotate_deboutte_phage_418,,Overlap (VC_38/VC_46/VC_47/VC_50),,,,,,,
annotate_deboutte_phage_419,preVC_73,Clustered,VC_73_0,27,0.7278,1.0,7.435828123197962,0.7278,0.9316
annotate_deboutte_phage_42,preVC_165,Clustered/Singleton,VC_165_0,1,0.0,1.0,0,0.0,1.0
annotate_deboutte_phage_420,,Outlier,,,,,,,
annotate_deboutte_phage_421,preVC_22,Clustered,VC_22_0,6,0.3762,1.0,6.768330055411917,0.3762,1.0
annotate_deboutte_phage_422,preVC_228,Clustered/Singleton,VC_228_0,1,0.0,1.0,0,0.0,1.0
annotate_deboutte_phage_423,,Overlap (VC_39/VC_99),,,,,,,
annotate_deboutte_phage_424,preVC_232,Clustered,VC_232_0,4,0.5708,0.99716837,8.091511955892841,0.5691,0.8333
annotate_deboutte_phage_425,,Outlier,,,,,,,
annotate_deboutte_phage_426,,Outlier,,,,,,,
annotate_deboutte_phage_427,preVC_73,Clustered,VC_73_0,27,0.7278,1.0,7.435828123197962,0.7278,0.9316
annotate_deboutte_phage_428,,Overlap (VC_77/VC_104),,,,,,,
annotate_deboutte_phage_429,preVC_17,Clustered,VC_17_0,6,0.2529,1.0,5.2015070273934905,0.2529,1.0
annotate_deboutte_phage_43,,Outlier,,,,,,,
annotate_deboutte_phage_430,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_deboutte_phage_431,preVC_122,Clustered,VC_122_0,4,0.2462,0.99952348,7.511894124052888,0.2461,1.0
annotate_deboutte_phage_432,preVC_233,Clustered,VC_233_0,2,0.1682,0.80863346,6.324555320336759,0.136,1.0
annotate_deboutte_phage_433,,Singleton,,,,,,,
annotate_deboutte_phage_434,,Outlier,,,,,,,
annotate_deboutte_phage_435,preVC_196,Clustered,VC_196_0,3,1.0,1.0,3.7363834723651457,1.0,1.0
annotate_deboutte_phage_436,preVC_35,Clustered,VC_35_0,14,0.5987,1.0,6.535708325596691,0.5987,0.956
annotate_deboutte_phage_437,,Outlier,,,,,,,
annotate_deboutte_phage_438,,Outlier,,,,,,,
annotate_deboutte_phage_439,,Outlier,,,,,,,
annotate_deboutte_phage_44,preVC_182,Clustered,VC_182_0,2,1.0,1.0,1.4142135623730951,1.0,1.0
annotate_deboutte_phage_440,,Outlier,,,,,,,
annotate_deboutte_phage_441,preVC_234,Clustered,VC_234_0,6,0.525,1.0,1.2688409258209765,0.525,1.0
annotate_deboutte_phage_442,,Outlier,,,,,,,
annotate_deboutte_phage_443,,Outlier,,,,,,,
annotate_deboutte_phage_444,,Outlier,,,,,,,
annotate_deboutte_phage_445,preVC_236,Clustered,VC_236_0,2,0.1454,0.8335392,1.7320508075688772,0.1212,1.0
annotate_deboutte_phage_446,preVC_204,Clustered,VC_204_0,4,0.4864,0.99983557,6.033242850949487,0.4864,1.0
annotate_deboutte_phage_447,,Singleton,,,,,,,
annotate_deboutte_phage_448,,Outlier,,,,,,,
annotate_deboutte_phage_449,,Overlap (VC_184/VC_217),,,,,,,
annotate_deboutte_phage_45,preVC_163,Clustered,VC_163_0,2,0.2298,0.77337265,3.0,0.1777,1.0
annotate_deboutte_phage_450,preVC_167,Clustered,VC_167_0,2,0.5509,0.87921671,1.7320508075688772,0.4844,1.0
annotate_deboutte_phage_451,,Singleton,,,,,,,
annotate_deboutte_phage_452,,Outlier,,,,,,,
annotate_deboutte_phage_453,preVC_140,Clustered,VC_140_0,5,0.3589,0.99772368,1.444948974278318,0.3581,1.0
annotate_deboutte_phage_454,,Singleton,,,,,,,
annotate_deboutte_phage_455,preVC_15,Clustered,VC_15_0,4,0.0724,0.93190548,3.1160639875277583,0.0675,1.0
annotate_deboutte_phage_456,,Outlier,,,,,,,
annotate_deboutte_phage_457,,Outlier,,,,,,,
annotate_deboutte_phage_458,,Outlier,,,,,,,
annotate_deboutte_phage_459,,Singleton,,,,,,,
annotate_deboutte_phage_46,,Outlier,,,,,,,
annotate_deboutte_phage_460,preVC_236,Clustered,VC_236_0,2,0.1454,0.8335392,1.7320508075688772,0.1212,1.0
annotate_deboutte_phage_461,,Singleton,,,,,,,
annotate_deboutte_phage_462,,Outlier,,,,,,,
annotate_deboutte_phage_463,,Outlier,,,,,,,
annotate_deboutte_phage_464,,Outlier,,,,,,,
annotate_deboutte_phage_465,,Outlier,,,,,,,
annotate_deboutte_phage_466,,Singleton,,,,,,,
annotate_deboutte_phage_467,preVC_11,Clustered,VC_11_0,2,0.0619,0.90478487,1.7320508075688772,0.056,1.0
annotate_deboutte_phage_468,,Singleton,,,,,,,
annotate_deboutte_phage_469,preVC_33,Clustered,VC_33_0,14,0.415,1.0,4.0664087203971,0.415,1.0
annotate_deboutte_phage_47,,Outlier,,,,,,,
annotate_deboutte_phage_470,preVC_73,Clustered,VC_73_0,27,0.7278,1.0,7.435828123197962,0.7278,0.9316
annotate_deboutte_phage_471,preVC_80,Clustered,VC_80_0,2,0.0475,0.64687202,7.211102550927978,0.0307,1.0
annotate_deboutte_phage_472,preVC_6,Clustered,VC_6_0,6,0.1554,0.98932359,3.2755527029401295,0.1538,1.0
annotate_deboutte_phage_473,preVC_197,Clustered,VC_197_0,2,0.0584,0.87605122,4.0,0.0512,1.0
annotate_deboutte_phage_474,,Outlier,,,,,,,
annotate_deboutte_phage_475,preVC_119,Clustered,VC_119_0,3,0.1266,0.82764789,3.0483506383671966,0.1048,1.0
annotate_deboutte_phage_476,,Outlier,,,,,,,
annotate_deboutte_phage_477,,Outlier,,,,,,,
annotate_deboutte_phage_478,,Outlier,,,,,,,
annotate_deboutte_phage_479,,Outlier,,,,,,,
annotate_deboutte_phage_48,preVC_120,Clustered,VC_120_0,5,0.0861,0.96445707,2.0040599658251996,0.083,1.0
annotate_deboutte_phage_480,,Outlier,,,,,,,
annotate_deboutte_phage_481,,Outlier,,,,,,,
annotate_deboutte_phage_482,,Outlier,,,,,,,
annotate_deboutte_phage_483,preVC_41,Clustered,VC_41_0,10,0.1377,0.9999991,3.40334469210856,0.1377,1.0
annotate_deboutte_phage_484,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_deboutte_phage_485,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_deboutte_phage_486,preVC_35,Clustered,VC_35_0,14,0.5987,1.0,6.535708325596691,0.5987,0.956
annotate_deboutte_phage_487,,Outlier,,,,,,,
annotate_deboutte_phage_488,preVC_237,Clustered,VC_237_0,2,0.082,0.5767747,3.1622776601683795,0.0473,1.0
annotate_deboutte_phage_489,,Outlier,,,,,,,
annotate_deboutte_phage_49,,Outlier,,,,,,,
annotate_deboutte_phage_490,preVC_76,Clustered,VC_76_0,2,0.0365,0.64486458,2.0,0.0235,1.0
annotate_deboutte_phage_491,preVC_41,Clustered,VC_41_0,10,0.1377,0.9999991,3.40334469210856,0.1377,1.0
annotate_deboutte_phage_492,,Singleton,,,,,,,
annotate_deboutte_phage_493,,Singleton,,,,,,,
annotate_deboutte_phage_494,,Singleton,,,,,,,
annotate_deboutte_phage_495,,Singleton,,,,,,,
annotate_deboutte_phage_496,,Singleton,,,,,,,
annotate_deboutte_phage_497,,Singleton,,,,,,,
annotate_deboutte_phage_498,preVC_120,Clustered,VC_120_0,5,0.0861,0.96445707,2.0040599658251996,0.083,1.0
annotate_deboutte_phage_499,,Singleton,,,,,,,
annotate_deboutte_phage_5,,Outlier,,,,,,,
annotate_deboutte_phage_50,preVC_16,Clustered,VC_16_0,3,0.0736,0.78117736,3.25020106352186,0.0575,1.0
annotate_deboutte_phage_500,,Outlier,,,,,,,
annotate_deboutte_phage_501,preVC_99,Clustered,VC_99_0,4,0.1302,0.74155286,2.7444844770750563,0.0965,1.0
annotate_deboutte_phage_502,preVC_28,Clustered,VC_28_0,4,0.0767,0.97622645,2.791491800924723,0.0749,1.0
annotate_deboutte_phage_503,preVC_102,Clustered,VC_102_0,3,0.086,0.96887372,3.4560122206933586,0.0833,1.0
annotate_deboutte_phage_504,preVC_101,Clustered,VC_101_0,2,0.0706,0.94886767,1.4142135623730951,0.067,1.0
annotate_deboutte_phage_505,preVC_26,Clustered,VC_26_0,11,0.4415,1.0,3.864614140598421,0.4415,1.0
annotate_deboutte_phage_506,preVC_73,Clustered,VC_73_0,27,0.7278,1.0,7.435828123197962,0.7278,0.9316
annotate_deboutte_phage_507,,Outlier,,,,,,,
annotate_deboutte_phage_508,preVC_73,Clustered,VC_73_0,27,0.7278,1.0,7.435828123197962,0.7278,0.9316
annotate_deboutte_phage_509,,Outlier,,,,,,,
annotate_deboutte_phage_51,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_deboutte_phage_510,preVC_237,Clustered,VC_237_0,2,0.082,0.5767747,3.1622776601683795,0.0473,1.0
annotate_deboutte_phage_511,preVC_181,Clustered,VC_181_0,4,0.8215,0.99879268,3.626348773309824,0.8205,1.0
annotate_deboutte_phage_512,preVC_170,Clustered,VC_170_0,6,0.8532,0.99946168,6.991563552812328,0.8527,0.8
annotate_deboutte_phage_513,preVC_85,Clustered,VC_85_0,8,0.7765,0.99998805,4.607981929641346,0.7765,1.0
annotate_deboutte_phage_514,,Singleton,,,,,,,
annotate_deboutte_phage_515,preVC_7,Clustered,VC_7_0,2,0.0977,0.95541379,4.47213595499958,0.0933,1.0
annotate_deboutte_phage_516,preVC_38,Clustered,VC_38_0,15,0.3888,1.0,7.044667670359567,0.3888,0.9714
annotate_deboutte_phage_517,preVC_35,Clustered,VC_35_0,14,0.5987,1.0,6.535708325596691,0.5987,0.956
annotate_deboutte_phage_518,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_deboutte_phage_519,preVC_10,Clustered,VC_10_0,6,0.104,0.99726408,4.903678736670721,0.1037,1.0
annotate_deboutte_phage_52,,Outlier,,,,,,,
annotate_deboutte_phage_520,preVC_232,Clustered,VC_232_0,4,0.5708,0.99716837,8.091511955892841,0.5691,0.8333
annotate_deboutte_phage_521,,Outlier,,,,,,,
annotate_deboutte_phage_522,,Overlap (VC_201/VC_210/VC_211),,,,,,,
annotate_deboutte_phage_523,,Outlier,,,,,,,
annotate_deboutte_phage_524,preVC_73,Clustered,VC_73_0,27,0.7278,1.0,7.435828123197962,0.7278,0.9316
annotate_deboutte_phage_525,,Outlier,,,,,,,
annotate_deboutte_phage_526,,Singleton,,,,,,,
annotate_deboutte_phage_527,,Singleton,,,,,,,
annotate_deboutte_phage_528,,Singleton,,,,,,,
annotate_deboutte_phage_529,,Singleton,,,,,,,
annotate_deboutte_phage_53,preVC_176,Clustered/Singleton,VC_176_0,1,0.0,1.0,0,0.0,1.0
annotate_deboutte_phage_530,,Outlier,,,,,,,
annotate_deboutte_phage_531,,Outlier,,,,,,,
annotate_deboutte_phage_532,,Overlap (VC_11/VC_15),,,,,,,
annotate_deboutte_phage_533,,Outlier,,,,,,,
annotate_deboutte_phage_534,preVC_142,Clustered,VC_142_0,7,0.5102,0.51003748,3.921876340103305,0.2602,1.0
annotate_deboutte_phage_535,,Outlier,,,,,,,
annotate_deboutte_phage_536,preVC_135,Clustered,VC_135_0,2,0.1526,0.59870633,2.23606797749979,0.0914,1.0
annotate_deboutte_phage_54,preVC_175,Clustered,VC_175_0,2,0.0,1.0,4.242640687119285,0.0,1.0
annotate_deboutte_phage_55,,Overlap (VC_177/VC_241),,,,,,,
annotate_deboutte_phage_56,,Overlap (VC_46/VC_47),,,,,,,
annotate_deboutte_phage_57,,Outlier,,,,,,,
annotate_deboutte_phage_58,,Outlier,,,,,,,
annotate_deboutte_phage_59,preVC_227,Clustered,VC_227_0,2,0.3175,0.72985431,2.449489742783178,0.2317,1.0
annotate_deboutte_phage_6,,Singleton,,,,,,,
annotate_deboutte_phage_60,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_deboutte_phage_61,,Outlier,,,,,,,
annotate_deboutte_phage_62,preVC_198,Clustered,VC_198_0,2,0.3655,0.82711071,3.1622776601683795,0.3023,1.0
annotate_deboutte_phage_63,,Outlier,,,,,,,
annotate_deboutte_phage_64,preVC_119,Clustered,VC_119_0,3,0.1266,0.82764789,3.0483506383671966,0.1048,1.0
annotate_deboutte_phage_65,,Outlier,,,,,,,
annotate_deboutte_phage_66,,Outlier,,,,,,,
annotate_deboutte_phage_67,,Outlier,,,,,,,
annotate_deboutte_phage_68,,Outlier,,,,,,,
annotate_deboutte_phage_69,preVC_198,Clustered,VC_198_0,2,0.3655,0.82711071,3.1622776601683795,0.3023,1.0
annotate_deboutte_phage_7,,Outlier,,,,,,,
annotate_deboutte_phage_70,preVC_35,Clustered,VC_35_0,14,0.5987,1.0,6.535708325596691,0.5987,0.956
annotate_deboutte_phage_71,preVC_28,Clustered,VC_28_0,4,0.0767,0.97622645,2.791491800924723,0.0749,1.0
annotate_deboutte_phage_72,,Singleton,,,,,,,
annotate_deboutte_phage_73,preVC_241,Clustered,VC_241_0,2,0.9596,0.5,1.4142135623730951,0.4798,1.0
annotate_deboutte_phage_74,,Outlier,,,,,,,
annotate_deboutte_phage_75,,Outlier,,,,,,,
annotate_deboutte_phage_76,preVC_174,Clustered,VC_174_0,3,0.514,0.66873971,3.19442554657924,0.3437,1.0
annotate_deboutte_phage_77,,Outlier,,,,,,,
annotate_deboutte_phage_78,preVC_73,Clustered,VC_73_0,27,0.7278,1.0,7.435828123197962,0.7278,0.9316
annotate_deboutte_phage_79,,Singleton,,,,,,,
annotate_deboutte_phage_8,preVC_62,Clustered,VC_62_0,2,0.289,0.6381632,3.0,0.1844,1.0
annotate_deboutte_phage_80,,Outlier,,,,,,,
annotate_deboutte_phage_81,preVC_172,Clustered,VC_172_0,3,0.6241,0.9954779,4.767201375434678,0.6213,1.0
annotate_deboutte_phage_82,,Outlier,,,,,,,
annotate_deboutte_phage_83,,Outlier,,,,,,,
annotate_deboutte_phage_84,preVC_21,Clustered,VC_21_0,5,0.1309,0.89435457,4.185442445238935,0.1171,1.0
annotate_deboutte_phage_85,,Outlier,,,,,,,
annotate_deboutte_phage_86,preVC_1,Clustered,VC_1_0,7,0.4085,1.0,6.527506105347375,0.4085,1.0
annotate_deboutte_phage_87,,Outlier,,,,,,,
annotate_deboutte_phage_88,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_deboutte_phage_89,preVC_132,Clustered,VC_132_0,7,0.7654,0.99999898,4.434774906222757,0.7654,1.0
annotate_deboutte_phage_9,preVC_145,Clustered,VC_145_0,3,1.0,1.0,2.2757639538055487,1.0,1.0
annotate_deboutte_phage_90,,Outlier,,,,,,,
annotate_deboutte_phage_91,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_deboutte_phage_92,,Overlap (VC_23/VC_31),,,,,,,
annotate_deboutte_phage_93,preVC_171,Clustered,VC_171_0,2,0.7201,0.72985431,3.3166247903554,0.5256,1.0
annotate_deboutte_phage_94,preVC_85,Clustered,VC_85_0,8,0.7765,0.99998805,4.607981929641346,0.7765,1.0
annotate_deboutte_phage_95,preVC_85,Clustered,VC_85_0,8,0.7765,0.99998805,4.607981929641346,0.7765,1.0
annotate_deboutte_phage_96,,Outlier,,,,,,,
annotate_deboutte_phage_97,,Outlier,,,,,,,
annotate_deboutte_phage_98,,Outlier,,,,,,,
annotate_deboutte_phage_99,,Outlier,,,,,,,
annotate_rosso_phage_0,preVC_95,Clustered,VC_95_0,19,0.8562,1.0,2.4501351360911467,0.8562,1.0
annotate_rosso_phage_1,preVC_95,Clustered,VC_95_0,19,0.8562,1.0,2.4501351360911467,0.8562,1.0
annotate_rosso_phage_10,preVC_243,Clustered,VC_243_0,3,1.0,1.0,1.1380711874576983,1.0,1.0
annotate_rosso_phage_100,preVC_64,Clustered,VC_64_0,3,0.2424,0.57334629,2.9740586886064633,0.139,1.0
annotate_rosso_phage_101,,Overlap (VC_81/VC_82),,,,,,,
annotate_rosso_phage_102,,Overlap (VC_81/VC_82),,,,,,,
annotate_rosso_phage_103,preVC_98,Clustered/Singleton,VC_98_0,1,0.0,1.0,0,0.0,1.0
annotate_rosso_phage_104,preVC_101,Clustered,VC_101_0,2,0.0706,0.94886767,1.4142135623730951,0.067,1.0
annotate_rosso_phage_105,preVC_102,Clustered,VC_102_0,3,0.086,0.96887372,3.4560122206933586,0.0833,1.0
annotate_rosso_phage_106,preVC_102,Clustered,VC_102_0,3,0.086,0.96887372,3.4560122206933586,0.0833,1.0
annotate_rosso_phage_107,,Overlap (VC_239/VC_240),,,,,,,
annotate_rosso_phage_108,preVC_230,Clustered,VC_230_0,8,0.5383,1.0,4.091935328203622,0.5383,1.0
annotate_rosso_phage_109,preVC_230,Clustered,VC_230_0,8,0.5383,1.0,4.091935328203622,0.5383,1.0
annotate_rosso_phage_11,preVC_244,Clustered,VC_244_0,2,1.0,1.0,2.23606797749979,1.0,1.0
annotate_rosso_phage_110,preVC_230,Clustered,VC_230_0,8,0.5383,1.0,4.091935328203622,0.5383,1.0
annotate_rosso_phage_111,preVC_170,Clustered,VC_170_0,6,0.8532,0.99946168,6.991563552812328,0.8527,0.8
annotate_rosso_phage_112,preVC_181,Clustered,VC_181_0,4,0.8215,0.99879268,3.626348773309824,0.8205,1.0
annotate_rosso_phage_113,preVC_245,Clustered,VC_245_0,2,1.0,1.0,2.8284271247461903,1.0,1.0
annotate_rosso_phage_114,preVC_245,Clustered,VC_245_0,2,1.0,1.0,2.8284271247461903,1.0,1.0
annotate_rosso_phage_115,preVC_241,Clustered,VC_241_0,2,0.9596,0.5,1.4142135623730951,0.4798,1.0
