Source,Target,Weight,Study,host,Realm,Kingdom,Phylum,Class,Order,Family,VC,host_study
total_phage_925,total_phage_437,4.37880074392641,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_40_0,NA_sbardellati
virome_phage_2305,total_phage_437,24.9984578874809,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_55_0,NA_sbardellati
virome_phage_2324,total_phage_437,3.41116978690544,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_1_0,NA_sbardellati
virome_phage_39,total_phage_437,10.3043234490261,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_1_0,NA_sbardellati
virome_phage_83,total_phage_437,4.75219100264455,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_40_0,NA_sbardellati
deboutte_phage_4,total_phage_443,5.48649122796042,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
total_phage_176,total_phage_443,19.2634266374288,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_110_0,NA_sbardellati
total_phage_785,total_phage_443,29.1331154813251,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_110_0,NA_sbardellati
busby_phage_193,total_phage_445,3.79864932017088,busby,NA,NA,NA,NA,NA,NA,NA,VC_71_0,NA_busby
busby_phage_266,total_phage_445,9.89186264363099,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_466,total_phage_445,1.64286488107282,busby,NA,NA,NA,NA,NA,NA,NA,VC_71_0,NA_busby
deboutte_phage_10,total_phage_445,1.26534352893557,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_28_0,NA_deboutte
deboutte_phage_419,total_phage_445,3.78758174821345,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_73_0,NA_deboutte
total_phage_187,total_phage_445,2.08863913868966,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_73_0,NA_sbardellati
total_phage_357,total_phage_445,56.7515970498193,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_92_0,NA_sbardellati
total_phage_366,total_phage_445,2.09032261300357,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,NA_sbardellati
total_phage_694,total_phage_445,52.6093408066967,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_92_0,NA_sbardellati
total_phage_787,total_phage_445,53.9561779154342,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_92_0,NA_sbardellati
virome_phage_2308,total_phage_445,4.10947154348641,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_73_0,NA_sbardellati
virome_phage_2325,total_phage_445,22.611663353186,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_124_0,NA_sbardellati
virome_phage_2346,total_phage_445,11.9093529568414,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_124_0,NA_sbardellati
virome_phage_2912,total_phage_445,14.6309711003166,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_116_0,NA_sbardellati
virome_phage_2913,total_phage_445,12.9635802114193,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_116_0,NA_sbardellati
virome_phage_750,total_phage_445,4.30956698514298,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_71_0,NA_sbardellati
busby_phage_175,total_phage_446,4.97925520337886,busby,NA,NA,NA,NA,NA,NA,NA,VC_12_0,NA_busby
busby_phage_230,total_phage_446,4.04153756681059,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_296,total_phage_446,5.15496964710391,busby,NA,NA,NA,NA,NA,NA,NA,VC_43_0,NA_busby
busby_phage_297,total_phage_446,5.15496964710391,busby,NA,NA,NA,NA,NA,NA,NA,VC_43_0,NA_busby
busby_phage_323,total_phage_446,6.65213837238188,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_350,total_phage_446,2.48391805646263,busby,NA,NA,NA,NA,NA,NA,NA,VC_121_0,NA_busby
busby_phage_470,total_phage_446,10.4806599394888,busby,NA,NA,NA,NA,NA,NA,NA,VC_34_0,NA_busby
busby_phage_473,total_phage_446,13.3504820034676,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_476,total_phage_446,12.5583116647917,busby,NA,NA,NA,NA,NA,NA,NA,VC_35_0,NA_busby
deboutte_phage_165,total_phage_446,2.0068972775447,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_34_0,NA_deboutte
deboutte_phage_212,total_phage_446,11.1153995870605,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_166_0,NA_deboutte
deboutte_phage_231,total_phage_446,7.53594467642587,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_166_0,NA_deboutte
deboutte_phage_256,total_phage_446,3.64375911360665,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_166_0,NA_deboutte
deboutte_phage_295,total_phage_446,11.4357478767573,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_166_0,NA_deboutte
deboutte_phage_315,total_phage_446,8.45304256620762,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_166_0,NA_deboutte
deboutte_phage_390,total_phage_446,35.6397360423959,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_34_0,NA_deboutte
deboutte_phage_408,total_phage_446,3.64375911360665,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_426,total_phage_446,5.15736995941122,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
rosso_phage_153,total_phage_446,2.43190691960025,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_122_0,NA_bonilla-rosso
total_phage_233,total_phage_446,3.88797938917464,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_37_1,Gilliamella_sbardellati
total_phage_239,total_phage_446,17.7073246511724,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_34_0,Gilliamella_sbardellati
total_phage_244,total_phage_446,4.04153756681059,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,NA_sbardellati
total_phage_294,total_phage_446,3.2296535449484,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Gilliamella_sbardellati
total_phage_361,total_phage_446,6.65213837238188,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,NA_sbardellati
total_phage_362,total_phage_446,2.91977489927235,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,NA_sbardellati
total_phage_363,total_phage_446,2.88839246135914,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_35_0,NA_sbardellati
total_phage_364,total_phage_446,2.88839246135914,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_417,total_phage_446,6.38857255555884,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Gilliamella_sbardellati
total_phage_449,total_phage_446,1.54731089188331,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_451,total_phage_446,3.23261863779365,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_791,total_phage_446,4.30612677832083,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Gilliamella_sbardellati
total_phage_793,total_phage_446,1.36331068245751,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_35_0,NA_sbardellati
total_phage_9,total_phage_446,9.13458422156124,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_35_0,Gilliamella_sbardellati
total_phage_935,total_phage_446,1.32098670952236,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
virome_phage_12,total_phage_446,3.66284770781414,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,NA_sbardellati
virome_phage_16,total_phage_446,1.35150512184957,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,NA_sbardellati
virome_phage_2288,total_phage_446,19.2869705318293,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_34_0,Gilliamella_sbardellati
virome_phage_2297,total_phage_446,7.82883986297532,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Gilliamella_sbardellati
virome_phage_2303,total_phage_446,5.71362310231175,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Gilliamella_sbardellati
virome_phage_77,total_phage_446,2.01329828989868,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_51_0,NA_sbardellati
virome_phage_776,total_phage_446,14.3144720683198,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_34_0,Gilliamella_sbardellati
virome_phage_79,total_phage_446,16.5169436815333,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_34_0,Gilliamella_sbardellati
virome_phage_792,total_phage_446,12.1071361213332,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_35_0,Gilliamella_sbardellati
virome_phage_858,total_phage_446,8.38618709549368,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Gilliamella_sbardellati
busby_phage_313,total_phage_449,33.9721226055199,busby,NA,NA,NA,NA,NA,NA,NA,VC_130_0,NA_busby
busby_phage_339,total_phage_449,1.60918388812018,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_378,total_phage_449,10.6561661938044,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_447,total_phage_449,7.3366787181319,busby,NA,NA,NA,NA,NA,NA,NA,VC_130_0,NA_busby
busby_phage_47,total_phage_449,4.13399514808605,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
total_phage_125,total_phage_449,1.95712145736362,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_233,total_phage_449,26.1289028892648,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_37_1,Gilliamella_sbardellati
total_phage_237,total_phage_449,35.1716964412354,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_243,total_phage_449,13.7688095840053,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_252,total_phage_449,2.03602780638339,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_296,total_phage_449,38.0482008139848,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_304,total_phage_449,3.16018283331312,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,NA_sbardellati
total_phage_364,total_phage_449,31.9418809501235,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_446,total_phage_449,1.54731089188331,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_34_0,Gilliamella_sbardellati
total_phage_451,total_phage_449,43.986436374103,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_745,total_phage_449,39.2964851069654,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_783,total_phage_449,20.9550354837492,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,Gilliamella_sbardellati
total_phage_803,total_phage_449,18.8793220399381,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,Gilliamella_sbardellati
total_phage_807,total_phage_449,27.8968170365995,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_935,total_phage_449,46.1066507299087,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
virome_phage_172,total_phage_449,7.20566341000742,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,NA_sbardellati
virome_phage_2380,total_phage_449,1.88167564270369,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_4_0,Gilliamella_sbardellati
virome_phage_2914,total_phage_449,1.21663804807568,sbardellati,Serratia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_4_0,Serratia_sbardellati
busby_phage_313,total_phage_451,42.3403514230307,busby,NA,NA,NA,NA,NA,NA,NA,VC_130_0,NA_busby
busby_phage_339,total_phage_451,1.06143819654342,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_350,total_phage_451,2.40810251145612,busby,NA,NA,NA,NA,NA,NA,NA,VC_121_0,NA_busby
busby_phage_378,total_phage_451,9.62724479132126,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_447,total_phage_451,14.6522080231671,busby,NA,NA,NA,NA,NA,NA,NA,VC_130_0,NA_busby
busby_phage_47,total_phage_451,3.5838190772929,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
total_phage_125,total_phage_451,8.79226503631197,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_233,total_phage_451,33.1984667006074,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_37_1,Gilliamella_sbardellati
total_phage_237,total_phage_451,46.531780338686,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_243,total_phage_451,20.430392124762,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_252,total_phage_451,8.94164739053238,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_296,total_phage_451,49.1328714968834,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_304,total_phage_451,6.90729751332964,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,NA_sbardellati
total_phage_364,total_phage_451,45.2192148135322,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_446,total_phage_451,3.23261863779365,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_34_0,Gilliamella_sbardellati
total_phage_449,total_phage_451,43.986436374103,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_745,total_phage_451,51.054360582875,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_783,total_phage_451,27.1966628884923,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,Gilliamella_sbardellati
total_phage_803,total_phage_451,25.3891092360105,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,Gilliamella_sbardellati
total_phage_807,total_phage_451,31.2814514323317,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_9,total_phage_451,2.30534592685902,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_35_0,Gilliamella_sbardellati
total_phage_935,total_phage_451,53.6017232996246,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
virome_phage_172,total_phage_451,6.34482231083575,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,NA_sbardellati
virome_phage_2357,total_phage_451,3.01226403812825,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_131_0,NA_sbardellati
virome_phage_2380,total_phage_451,1.33346713832033,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_4_0,Gilliamella_sbardellati
virome_phage_2385,total_phage_451,6.34482231083575,sbardellati,Serratia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Serratia_sbardellati
virome_phage_792,total_phage_451,1.38330890011546,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_35_0,Gilliamella_sbardellati
busby_phage_187,total_phage_453,3.83177225379645,busby,NA,NA,NA,NA,NA,NA,NA,VC_41_0,NA_busby
busby_phage_213,total_phage_453,1.54731089188331,busby,NA,NA,NA,NA,NA,NA,NA,VC_41_0,NA_busby
busby_phage_214,total_phage_453,2.35635759351668,busby,NA,NA,NA,NA,NA,NA,NA,VC_10_0,NA_busby
busby_phage_254,total_phage_453,9.93741350783552,busby,NA,NA,NA,NA,NA,NA,NA,VC_10_0,NA_busby
busby_phage_257,total_phage_453,2.43190691960025,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_265,total_phage_453,46.8917000369038,busby,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_busby
busby_phage_286,total_phage_453,14.0592680026458,busby,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_busby
busby_phage_287,total_phage_453,4.31201357776802,busby,NA,NA,NA,NA,NA,NA,NA,VC_120_0,NA_busby
busby_phage_357,total_phage_453,3.08823028778351,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
deboutte_phage_116,total_phage_453,62.3990674362957,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_deboutte
deboutte_phage_140,total_phage_453,15.238622400321,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_150,total_phage_453,57.5872451798547,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_deboutte
deboutte_phage_367,total_phage_453,4.7887586732645,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_123_0,NA_deboutte
deboutte_phage_389,total_phage_453,3.94441295113613,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_120_0,NA_deboutte
deboutte_phage_420,total_phage_453,14.5398263216724,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_48,total_phage_453,3.94441295113613,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_120_0,NA_deboutte
deboutte_phage_484,total_phage_453,32.5350025230655,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_deboutte
deboutte_phage_49,total_phage_453,6.35417915977242,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_507,total_phage_453,26.6310922401673,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_51,total_phage_453,66.7712920909662,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_deboutte
deboutte_phage_516,total_phage_453,1.54731089188331,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_38_0,NA_deboutte
deboutte_phage_519,total_phage_453,4.15052844125715,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_10_0,NA_deboutte
deboutte_phage_63,total_phage_453,4.97925520337886,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_88,total_phage_453,40.5779866386949,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_deboutte
rosso_phage_151,total_phage_453,16.5011563977337,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_123_0,NA_bonilla-rosso
rosso_phage_157,total_phage_453,8.89245770217203,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_178,total_phage_453,5.7906613231891,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_10_0,NA_bonilla-rosso
rosso_phage_36,total_phage_453,62.2397254261026,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_bonilla-rosso
rosso_phage_37,total_phage_453,40.0855761220095,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_bonilla-rosso
total_phage_122,total_phage_453,5.76759499996347,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_123,total_phage_453,3.55429768435649,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_246,total_phage_453,51.6310331927185,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
total_phage_368,total_phage_453,1.77387008136009,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_4,total_phage_453,1.85072647617251,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_415,total_phage_453,1.39464805569418,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_416,total_phage_453,47.0102016270218,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,NA_sbardellati
total_phage_454,total_phage_453,25.0310529286666,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,NA_sbardellati
total_phage_483,total_phage_453,46.7739009672317,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
total_phage_501,total_phage_453,50.1688132248039,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,NA_sbardellati
total_phage_525,total_phage_453,24.4835198668378,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,NA_sbardellati
total_phage_604,total_phage_453,47.566143533832,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
total_phage_653,total_phage_453,57.9941315444777,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
total_phage_725,total_phage_453,23.0139051629126,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
virome_phage_115,total_phage_453,23.8965801534199,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,NA_sbardellati
virome_phage_116,total_phage_453,23.8965801534199,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,NA_sbardellati
virome_phage_2239,total_phage_453,49.7250636735428,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,NA_sbardellati
virome_phage_2292,total_phage_453,32.2834934809019,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,NA_sbardellati
virome_phage_2294,total_phage_453,33.0639695127732,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,NA_sbardellati
virome_phage_2327,total_phage_453,23.6377854923213,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,NA_sbardellati
virome_phage_759,total_phage_453,29.7697598827519,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
virome_phage_771,total_phage_453,32.2834934809019,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
virome_phage_778,total_phage_453,55.1404917480098,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
virome_phage_82,total_phage_453,34.738725033615,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
virome_phage_850,total_phage_453,18.1036117203845,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
virome_phage_884,total_phage_453,40.95519921286,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
virome_phage_92,total_phage_453,37.5888517014305,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,NA_sbardellati
busby_phage_257,total_phage_454,4.69746511399423,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_264,total_phage_454,3.45093830951055,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_265,total_phage_454,22.5496545520038,busby,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_busby
busby_phage_286,total_phage_454,16.8331215008684,busby,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_busby
busby_phage_287,total_phage_454,4.37413253762465,busby,NA,NA,NA,NA,NA,NA,NA,VC_120_0,NA_busby
deboutte_phage_116,total_phage_454,29.2993407053339,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_deboutte
deboutte_phage_150,total_phage_454,24.6404131757871,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_deboutte
deboutte_phage_357,total_phage_454,1.58449754352847,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_120_0,NA_deboutte
deboutte_phage_389,total_phage_454,4.00651743831809,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_120_0,NA_deboutte
